position,pace,shooting,passing,dribbling,defending,physical,gkDiving,gkHandling,gkKicking,gkReflexes,gkPositioning,ovr
LB,71.46,47.65,86.05,65.42,54.61,68.09,12.0,11.13,3.81,13.98,10.71,83.19
CDM,64.44,30.18,69.55,50.9,61.65,60.84,15.87,10.73,7.72,13.03,6.78,72.95
CM,75.65,61.15,65.96,70.52,69.82,68.84,11.48,16.11,6.05,13.88,12.75,78.6
CDM,49.01,48.05,66.03,54.6,81.36,92.64,15.17,11.62,8.44,12.5,10.59,82.23
RB,66.32,55.08,65.91,65.18,75.53,59.23,4.51,13.91,9.89,22.03,12.11,80.06
RB,62.25,67.52,44.04,54.65,70.29,71.91,14.04,6.03,11.58,11.17,12.06,77.33
GK,32.13,29.45,50.68,29.8,31.79,74.6,76.71,65.97,65.7,75.78,72.55,81.61
LB,68.27,61.44,68.06,62.94,70.89,56.53,12.09,18.56,7.52,18.58,2.14,81.24
CAM,65.23,79.24,75.09,69.73,34.57,58.32,19.16,14.47,21.78,7.78,7.38,82.86
GK,46.55,22.67,41.64,26.27,44.08,44.79,42.76,80.17,57.21,62.12,54.42,72.73
CDM,71.7,47.63,83.31,54.55,92.71,70.55,4.78,18.77,13.94,12.31,5.89,85.09
LB,75.56,54.86,71.54,50.99,68.51,72.02,14.89,9.27,3.27,4.31,11.08,80.59
GK,50.86,15.88,61.32,26.83,41.8,79.82,74.88,68.13,59.09,70.5,68.6,77.43
CM,57.15,58.62,68.98,74.06,70.84,37.38,17.7,18.12,11.93,9.26,11.2,78.0
CM,62.7,39.98,74.17,83.84,56.75,70.41,7.5,11.82,14.4,12.51,11.67,79.63
CM,58.73,58.99,50.34,86.76,62.52,62.49,15.53,5.33,8.35,19.77,9.21,78.32
CAM,66.81,78.75,79.84,85.4,36.67,51.83,12.77,11.94,9.62,8.52,13.03,84.62
CAM,71.37,68.02,78.58,87.3,53.4,54.89,12.83,14.99,4.63,9.88,7.57,82.67
CM,72.08,56.63,65.5,57.1,78.79,62.05,13.88,9.9,11.27,6.02,11.84,77.87
CM,72.62,67.37,71.79,70.73,61.56,57.81,9.93,13.93,17.1,10.22,12.22,78.83
CDM,68.37,60.88,80.67,61.45,65.43,64.98,12.94,16.63,13.28,11.09,7.26,81.13
ST,81.61,60.53,49.44,62.65,59.26,69.48,7.13,10.07,16.77,8.93,16.99,78.57
CAM,80.91,72.81,66.02,82.17,45.48,59.27,10.69,16.0,6.11,10.25,11.61,84.07
LB,74.31,38.7,50.94,52.97,64.71,65.18,11.99,11.25,13.62,16.45,9.77,77.25
GK,52.38,16.98,55.2,24.63,45.72,65.05,84.58,86.04,86.35,79.13,69.51,86.01
CM,54.45,65.16,88.68,81.94,54.58,74.09,7.49,4.82,11.82,13.21,9.41,82.11
GK,44.03,24.04,46.25,25.64,44.31,60.56,71.05,74.62,70.34,69.25,64.19,79.32
CB,57.12,29.52,52.66,38.51,73.95,73.63,1.33,13.84,5.55,20.34,9.79,78.29
CDM,80.39,49.34,75.57,72.7,63.79,62.98,9.54,5.56,16.54,12.02,11.68,79.29
ST,81.29,63.0,63.78,65.33,35.8,64.66,19.51,7.08,13.88,11.91,7.06,78.75
CDM,69.66,56.29,63.87,66.86,60.99,64.53,14.79,10.32,15.31,7.0,16.27,81.38
CB,55.54,40.81,56.79,45.51,75.86,73.76,6.0,14.59,22.41,8.45,12.83,79.69
CAM,69.85,85.5,85.42,82.67,46.32,55.54,9.09,22.08,9.1,6.98,12.98,86.11
CB,47.7,36.53,28.31,34.72,87.1,69.0,21.59,7.83,19.15,13.17,19.29,77.94
CDM,59.19,46.97,57.17,53.01,89.19,71.45,8.12,4.99,7.52,4.71,18.04,80.89
LW,91.12,72.11,72.37,80.19,31.58,57.75,8.88,9.53,11.56,11.04,1.01,88.97
RB,63.58,58.52,78.51,55.44,89.95,63.21,6.62,8.94,16.6,12.88,13.5,80.8
CM,52.92,70.13,73.52,67.85,72.1,73.36,13.85,10.14,13.13,9.8,3.45,79.16
RB,80.38,40.12,63.42,59.09,99.0,69.5,9.44,10.91,13.49,11.08,10.19,83.84
CB,40.64,36.14,69.36,34.13,75.07,57.5,4.32,6.99,11.14,12.83,5.79,75.56
GK,36.37,6.5,45.9,39.15,50.09,59.6,61.78,65.51,61.07,67.18,66.28,78.29
GK,64.97,26.64,49.11,36.07,41.19,69.64,78.91,72.61,54.9,67.81,64.61,79.49
GK,48.28,22.31,40.35,32.46,34.94,56.56,74.67,69.45,63.93,68.31,75.37,79.89
RB,73.7,67.93,72.01,62.59,81.19,62.12,7.48,7.2,13.42,7.96,11.06,83.43
LB,60.51,51.8,60.37,63.64,69.8,49.62,13.76,15.76,11.71,11.5,16.01,76.64
GK,28.98,13.11,46.83,32.35,22.67,70.52,93.66,73.56,71.22,66.09,63.65,80.87
CB,60.68,15.77,51.76,51.29,90.7,73.28,6.83,9.95,22.58,25.37,2.54,83.81
RW,85.3,63.14,60.34,82.2,42.79,88.71,12.66,13.68,13.45,9.8,8.49,84.75
ST,75.9,75.38,43.91,68.52,47.97,85.28,13.77,9.61,18.37,14.66,9.54,83.11
CB,63.77,32.12,67.83,36.47,78.78,74.46,14.21,1.0,16.83,14.58,15.32,80.9
RB,67.67,47.7,78.08,57.9,62.76,67.23,14.4,14.47,10.47,7.79,15.02,80.62
RB,72.89,31.46,52.98,67.02,55.44,70.99,16.51,12.44,13.04,12.68,12.24,79.67
CM,66.33,60.6,77.71,63.2,39.05,52.35,6.14,12.49,10.55,15.41,13.24,76.27
CDM,56.45,63.76,73.18,66.88,78.69,65.7,13.06,21.05,11.37,6.59,10.74,79.19
CDM,68.0,51.49,65.3,53.21,65.26,63.01,11.4,14.37,15.27,9.54,9.5,77.63
CB,48.72,25.67,48.36,43.84,63.42,72.9,10.38,21.64,14.34,14.06,9.35,77.39
LW,77.97,68.73,79.86,69.2,52.4,67.49,12.12,7.85,4.0,4.07,5.8,83.81
LW,93.53,65.66,68.29,87.31,41.91,61.97,10.73,4.55,12.6,9.65,17.03,85.34
LB,58.4,53.62,70.26,69.24,55.86,77.13,12.68,9.19,8.52,20.29,10.58,77.11
LW,85.57,78.66,84.66,89.41,26.8,58.04,12.53,11.12,15.94,6.96,14.05,87.86
LW,87.9,64.27,74.13,84.4,48.07,36.02,13.88,9.31,15.89,12.12,8.16,82.93
RW,77.64,72.26,73.59,74.81,28.03,81.65,13.53,10.94,6.27,11.85,13.89,82.1
CM,52.14,59.85,71.07,78.11,54.37,56.77,12.57,9.02,7.28,20.32,16.1,77.23
RB,88.37,42.23,79.51,51.22,66.82,66.79,9.48,12.75,10.6,1.0,14.03,82.18
LB,77.42,55.25,62.55,71.78,60.78,77.65,17.45,3.33,8.61,18.36,15.55,81.89
CM,78.53,68.91,83.1,82.03,37.46,47.92,20.64,9.66,5.32,13.3,15.79,80.71
CDM,46.4,56.55,72.85,57.75,70.27,67.95,13.3,10.62,4.47,12.14,13.35,79.56
ST,97.59,83.62,52.24,60.61,40.54,85.41,15.42,14.13,12.32,6.05,11.82,87.65
CAM,83.39,96.05,71.62,79.39,41.23,42.65,14.65,8.45,9.5,16.08,11.48,86.69
GK,53.4,8.52,63.04,34.26,30.02,71.27,58.77,78.65,82.16,60.46,68.14,79.93
ST,89.65,77.06,74.98,75.93,39.52,69.29,12.84,2.48,8.83,5.29,3.32,85.22
CM,67.48,49.24,74.68,68.81,67.89,67.41,15.16,10.7,14.97,8.4,16.26,77.81
ST,75.21,81.04,53.62,65.13,45.88,92.84,8.9,9.48,10.3,10.01,16.14,85.22
GK,36.34,12.04,51.18,42.47,31.97,77.35,65.61,76.39,72.48,81.71,71.8,80.72
GK,40.73,32.69,63.19,36.24,37.66,54.84,72.9,73.74,37.27,63.12,75.57,77.2
CB,46.49,32.52,53.75,40.23,75.2,86.11,13.98,16.9,12.08,12.09,12.78,82.57
GK,47.02,17.32,62.46,33.03,29.17,63.65,76.33,73.47,64.49,96.69,71.06,83.38
ST,78.64,73.32,46.15,58.21,38.26,90.42,12.28,14.79,14.59,13.43,15.25,82.42
CB,46.19,24.95,61.44,67.5,85.25,78.25,14.8,14.8,14.8,1.31,8.41,82.79
CDM,65.34,51.3,77.64,59.84,64.15,82.48,16.79,14.6,20.45,7.82,11.85,81.43
CDM,61.37,55.96,80.75,56.66,88.33,55.59,8.35,7.93,16.35,12.72,8.68,79.09
CAM,83.96,63.3,74.01,76.15,51.46,78.33,13.69,10.07,17.37,14.46,12.19,83.29
LW,71.36,73.81,62.63,81.67,39.82,56.69,11.43,12.56,5.86,6.76,10.85,81.76
RW,73.58,83.23,62.97,72.76,39.56,71.58,16.18,11.68,13.06,12.22,13.88,80.87
RB,80.91,48.24,65.07,65.33,60.43,66.37,11.82,13.17,10.28,10.56,4.67,80.72
RB,59.44,38.25,62.48,49.44,76.74,75.44,10.61,9.8,12.03,17.19,13.58,81.95
GK,46.79,22.26,50.03,36.37,38.44,56.17,75.04,63.1,74.06,72.54,55.35,78.57
RB,65.49,57.41,69.29,70.43,48.12,71.89,2.67,9.1,6.2,11.8,12.49,77.83
CDM,68.75,21.12,72.0,57.16,68.33,73.05,9.71,14.29,4.59,12.88,9.87,78.56
LW,78.4,65.58,82.79,81.11,49.8,77.12,6.59,14.18,8.14,14.85,12.29,84.14
CB,76.58,42.3,64.1,51.95,84.68,81.8,8.81,12.06,11.32,12.13,5.59,83.92
GK,53.35,25.77,48.16,37.54,37.72,57.48,75.67,69.3,74.22,93.23,65.38,81.5
CM,58.8,64.17,86.21,61.6,59.8,86.82,14.24,21.37,18.07,5.74,14.41,81.31
RB,86.62,34.97,76.55,57.66,75.07,61.8,12.6,15.82,11.2,17.32,18.44,81.87
LB,76.14,34.6,57.09,64.12,63.32,67.16,16.88,16.51,11.05,16.91,11.23,78.52
CAM,63.23,56.37,75.69,78.0,31.22,58.92,11.54,6.71,8.37,11.89,14.28,78.06
CAM,89.94,65.38,76.71,74.07,41.76,50.0,8.71,8.04,7.11,8.89,15.34,78.91
RW,79.98,71.2,57.12,71.28,45.82,44.99,11.39,7.73,16.4,17.77,19.23,79.55
LB,84.92,34.57,62.89,63.0,77.41,61.51,2.47,9.94,9.54,19.07,11.87,81.97
CAM,75.42,66.6,69.1,85.47,46.82,59.65,8.12,15.37,10.55,14.6,10.96,83.2
CAM,61.01,63.68,83.58,72.7,52.5,70.24,12.64,12.02,1.51,10.9,8.8,82.89
CAM,72.77,81.58,83.03,78.23,47.42,66.32,13.58,11.06,14.1,7.5,18.32,85.81
CDM,77.63,43.1,82.11,58.47,95.79,74.47,11.7,9.99,6.38,12.41,11.74,86.66
GK,48.62,25.93,36.09,26.18,28.28,63.24,73.7,60.78,65.59,70.09,79.01,80.03
CDM,64.33,40.56,74.61,51.6,99.0,69.7,14.97,6.75,7.76,12.97,16.98,83.47
RW,90.34,67.7,86.11,91.39,49.39,48.87,7.56,9.9,13.61,9.43,17.41,86.88
CB,73.86,26.21,41.54,30.02,81.84,80.9,24.09,17.79,8.91,17.16,16.44,86.67
RW,65.05,71.07,67.3,83.75,44.08,52.23,13.52,8.61,13.02,10.06,9.08,82.13
CDM,68.47,55.28,65.81,68.1,61.97,76.99,6.81,13.64,15.31,5.23,16.52,79.4
ST,70.61,73.12,60.85,68.49,41.37,83.25,15.84,14.98,12.41,14.69,11.62,83.91
LB,66.66,43.53,63.48,71.88,80.01,58.09,15.2,14.76,15.03,15.37,17.82,81.1
CAM,88.71,63.11,61.07,55.18,42.08,60.46,17.06,17.34,13.72,9.93,14.83,80.69
CDM,56.67,48.32,59.02,68.15,75.48,80.34,18.48,11.85,6.95,14.84,11.37,80.39
RB,76.57,47.49,80.41,67.6,57.31,78.95,8.22,15.81,12.39,1.0,13.93,85.06
LB,69.4,45.64,76.07,63.54,80.9,79.97,13.04,10.31,17.92,8.34,16.55,83.84
RW,80.23,73.24,67.12,76.93,62.44,63.1,18.38,18.78,17.77,7.84,11.13,83.38
CM,83.3,57.07,84.7,66.71,69.42,84.66,13.66,13.96,3.3,16.15,12.64,87.53
RW,82.55,63.99,71.91,79.72,50.59,45.92,15.07,8.88,8.05,10.34,11.46,83.16
CM,70.16,39.8,63.53,67.92,59.65,61.15,9.49,16.49,17.03,14.2,17.56,79.0
LW,90.59,80.2,49.72,91.07,23.2,83.22,16.31,8.04,16.02,8.36,16.82,86.27
GK,63.21,7.11,52.29,28.96,14.17,63.09,83.01,66.38,55.73,81.34,71.24,77.0
LW,67.92,76.68,89.35,80.56,39.63,67.07,3.14,4.48,16.72,4.6,12.57,84.71
LW,87.51,60.88,61.33,92.41,32.22,57.02,13.53,16.38,10.35,11.73,10.05,84.85
CDM,61.53,64.18,72.92,70.97,74.92,88.82,14.84,18.4,4.46,11.24,14.77,84.85
CAM,80.17,62.82,64.09,77.86,58.33,44.13,14.22,5.98,8.7,10.31,22.91,80.78
CAM,75.78,64.27,82.29,88.94,37.3,61.41,10.24,4.9,10.81,13.68,13.02,85.94
LB,58.05,43.97,73.78,60.87,52.31,56.1,10.7,10.65,12.91,11.01,11.54,72.25
RB,66.98,38.35,81.8,69.81,67.42,59.82,13.92,11.01,12.73,22.2,6.65,80.83
LB,59.93,41.14,72.77,54.87,61.42,70.64,13.63,16.87,13.63,8.11,13.5,76.68
RW,74.88,74.5,70.04,86.33,41.03,49.52,8.59,4.74,11.19,10.31,11.3,84.37
CAM,80.48,51.22,71.84,75.83,27.01,73.46,13.86,8.36,9.4,16.76,12.77,79.98
LW,92.14,82.95,83.83,94.16,34.9,57.58,12.52,8.78,8.11,14.24,12.9,88.53
LB,60.91,51.47,67.3,56.3,85.18,58.13,11.31,19.06,14.3,6.36,11.88,78.29
LB,54.54,64.69,59.7,51.74,92.36,61.83,13.27,7.24,10.32,17.95,11.16,80.25
CAM,81.24,79.82,78.45,62.28,53.17,48.13,13.72,12.91,13.91,9.95,21.09,83.98
CDM,65.97,29.98,74.98,72.5,66.68,68.94,14.63,13.72,10.21,7.96,7.49,77.46
LW,76.11,69.44,61.76,71.25,31.77,59.56,19.39,2.7,10.5,6.26,9.33,81.84
LB,68.93,37.02,76.61,66.2,64.74,55.01,11.04,15.27,8.29,13.96,8.89,78.87
LW,88.99,75.06,63.03,79.5,47.42,62.8,13.64,15.92,7.63,17.91,8.72,84.15
ST,91.23,83.21,48.88,70.38,26.13,72.35,8.54,13.11,15.54,5.03,15.05,84.88
GK,45.92,19.46,47.83,27.25,19.39,55.78,73.09,73.55,78.72,69.29,81.37,80.99
CAM,60.65,90.59,87.57,87.44,38.67,60.28,10.3,13.52,7.07,11.08,4.7,87.01
GK,46.28,41.36,56.7,19.14,37.06,78.22,51.29,68.01,62.5,81.25,52.83,75.91
CB,56.97,37.16,70.44,54.98,68.28,64.07,11.93,12.7,19.1,10.09,11.94,77.09
RB,57.3,44.35,69.9,64.61,78.23,66.7,10.34,8.7,13.99,13.04,13.64,78.64
GK,49.28,28.93,61.21,29.59,36.7,55.49,94.18,86.28,55.41,62.51,76.32,82.81
LB,66.97,46.8,65.23,60.01,66.04,75.57,10.91,6.28,13.06,13.88,17.57,81.66
CB,32.93,41.48,62.19,41.97,73.85,60.47,12.17,7.16,16.09,18.82,21.11,73.62
RB,69.75,46.18,78.86,58.51,67.84,60.93,16.37,14.5,12.88,7.61,14.46,78.51
ST,86.74,82.89,42.1,69.21,28.2,79.79,6.39,12.5,10.7,10.48,12.11,84.07
CAM,63.55,90.94,72.74,72.4,56.19,70.57,15.69,15.42,15.23,13.87,11.15,84.93
CDM,65.43,54.53,86.62,47.91,79.73,50.91,11.09,9.95,11.58,15.54,10.09,82.54
ST,62.23,81.37,64.79,68.62,47.31,93.92,8.81,8.31,20.06,16.39,12.5,85.21
RW,81.16,65.4,59.67,67.53,34.76,50.89,12.16,7.83,1.08,14.13,11.81,82.02
CM,54.72,61.03,89.63,64.81,56.75,62.64,9.78,13.15,12.93,16.53,11.8,82.26
CDM,62.68,55.68,71.16,56.51,72.32,62.78,9.83,14.5,11.83,3.82,12.18,79.39
RW,93.61,77.05,61.81,95.52,47.45,53.54,10.92,13.31,14.55,16.39,13.88,88.64
RB,68.65,38.09,80.92,55.95,84.6,63.8,11.37,10.79,14.41,6.2,12.96,79.99
RW,99.0,83.57,60.72,72.02,42.99,58.2,13.67,9.41,10.7,9.31,12.4,86.18
ST,76.62,85.9,48.85,78.56,31.93,74.55,12.93,14.54,15.62,11.11,16.79,85.63
CM,53.03,63.78,74.63,71.05,55.25,50.54,10.05,8.01,5.97,11.96,12.5,80.0
GK,33.93,15.39,69.34,26.01,39.73,76.99,71.73,84.11,80.05,71.67,86.54,85.5
LB,75.67,30.59,78.73,65.98,80.19,52.42,5.44,11.98,15.48,10.78,10.96,81.34
ST,73.18,65.16,78.46,81.91,47.12,83.54,10.35,5.05,23.37,20.62,9.95,84.61
LB,67.34,38.9,61.46,54.87,57.18,60.41,11.14,16.93,6.19,14.65,11.59,77.0
CDM,53.87,60.83,67.05,65.81,64.8,62.03,8.81,10.05,13.34,14.29,12.01,77.18
RB,69.92,37.84,51.82,73.46,76.69,74.3,15.73,7.95,15.68,8.46,13.4,80.99
CM,54.02,53.63,62.47,59.82,55.08,56.95,15.75,18.26,17.47,15.07,10.77,73.97
CAM,68.84,81.97,72.96,66.76,34.45,47.36,6.75,10.89,7.51,10.55,15.47,82.14
CM,64.36,62.84,67.74,81.06,50.83,50.82,10.7,11.33,14.63,11.32,9.11,76.8
RW,84.95,79.56,54.38,81.9,35.93,68.48,14.34,12.29,9.25,17.57,7.7,86.7
CM,64.22,64.12,88.64,87.46,57.46,64.51,9.84,11.57,12.07,15.17,9.52,85.16
CDM,82.27,39.69,77.59,62.3,71.97,61.98,14.73,9.6,14.1,17.4,15.07,79.74
LB,71.04,52.0,66.52,54.62,62.07,83.53,14.61,17.88,11.43,13.04,13.1,78.45
LB,65.88,41.32,76.9,67.11,70.47,65.32,17.73,3.29,5.59,14.44,13.11,80.55
GK,37.37,13.25,44.0,25.23,25.22,68.56,83.57,60.03,74.43,63.65,72.36,79.7
CDM,65.78,56.76,75.43,72.81,75.11,96.85,9.72,19.05,15.03,12.02,9.33,88.26
CDM,48.44,48.5,72.72,58.18,72.9,70.48,12.2,11.73,11.6,13.79,11.83,80.85
RW,77.94,77.29,54.04,65.98,41.41,44.99,15.45,11.8,8.97,18.23,18.3,80.02
LB,69.13,39.25,87.05,67.04,75.92,74.06,13.91,13.16,5.97,12.25,11.21,84.78
CM,63.61,45.99,57.22,69.15,45.82,79.1,15.47,8.74,10.9,12.33,7.84,76.25
GK,46.77,3.75,54.11,30.7,38.86,45.65,54.72,80.29,99.0,72.44,85.89,83.15
CDM,44.94,52.86,73.19,63.52,74.44,68.33,1.31,9.92,6.77,15.27,9.92,83.17
RB,62.02,51.17,77.69,53.42,64.74,55.15,13.39,11.89,14.49,17.48,7.89,78.36
CB,61.9,24.52,56.49,50.53,78.17,63.88,19.3,11.62,5.24,14.71,21.71,83.13
LB,80.29,65.5,68.94,49.51,59.03,87.92,18.92,10.26,15.68,15.8,10.92,82.59
LW,69.25,76.27,68.74,70.23,55.25,55.68,12.87,9.66,12.65,11.41,14.15,80.45
CDM,65.3,44.04,80.26,67.8,58.31,64.03,15.98,6.39,7.28,16.35,17.04,79.38
LB,79.87,39.1,83.28,83.1,47.53,81.9,19.68,14.83,12.83,10.71,15.3,83.1
CDM,69.55,38.89,65.97,72.93,71.02,71.69,19.09,18.55,15.69,14.4,6.0,79.42
GK,44.31,32.91,59.71,33.46,44.16,52.8,74.5,72.44,70.04,76.09,68.15,81.26
ST,68.65,66.66,62.95,86.84,38.4,76.78,8.02,11.27,13.6,8.92,12.28,82.51
LB,73.28,42.62,71.48,61.08,58.21,73.61,8.73,8.63,12.23,9.19,17.87,80.03
GK,41.24,28.84,49.61,54.14,40.47,66.32,91.09,56.01,78.29,82.4,57.34,81.03
GK,46.77,21.02,58.45,33.39,47.28,69.76,79.82,68.12,70.96,63.31,87.08,82.61
CDM,75.89,25.47,74.73,49.29,89.49,47.51,14.78,13.88,16.14,18.27,9.41,81.33
GK,49.4,31.96,62.49,27.49,21.91,68.12,72.74,59.21,62.88,75.49,57.23,77.79
CAM,76.24,80.03,76.91,87.92,39.19,62.88,13.72,16.63,6.33,8.81,3.06,85.85
RW,86.22,67.85,68.1,76.98,39.36,62.0,12.06,7.76,15.79,11.51,9.96,81.22
CDM,52.03,52.58,73.6,71.23,76.06,77.5,1.0,11.0,10.06,15.22,11.37,82.55
CM,59.09,50.82,67.17,75.02,57.36,61.66,11.81,18.18,12.42,8.04,19.46,80.24
RW,84.65,80.08,75.31,78.16,43.39,66.31,14.5,12.06,6.07,11.25,13.46,84.8
LW,74.01,60.24,52.58,69.37,40.96,63.08,10.2,10.13,9.34,9.1,12.01,79.76
RB,76.99,64.68,71.82,68.02,62.96,50.49,12.74,14.95,5.6,6.31,8.86,80.5
RW,82.53,41.77,92.69,87.45,62.97,62.16,13.53,8.33,16.05,14.19,12.58,85.07
RB,70.66,44.68,64.92,61.26,70.66,63.77,18.14,23.01,14.9,11.32,12.99,81.95
CDM,62.24,52.64,66.56,75.9,58.3,72.8,7.97,12.3,18.42,13.8,9.21,76.1
LB,84.16,42.82,48.28,75.1,82.68,75.32,17.5,12.94,15.22,16.53,19.71,82.81
CB,68.94,37.84,57.78,60.78,82.51,85.77,18.32,7.82,13.17,19.07,24.93,88.93
CDM,62.29,49.97,69.64,49.86,56.28,67.73,10.81,17.25,14.9,9.17,14.34,77.86
CM,62.89,68.96,68.2,76.39,54.99,55.54,5.15,15.54,10.34,11.78,6.69,79.58
GK,41.66,27.18,52.98,34.69,33.66,61.87,66.97,66.94,62.22,79.07,56.3,76.31
ST,77.91,82.77,54.46,66.68,54.58,71.59,13.44,9.98,21.83,12.23,16.04,81.29
LB,89.63,40.57,74.29,52.04,67.41,81.91,16.83,14.12,7.84,11.56,6.81,82.27
GK,48.83,1.0,44.07,52.01,46.19,74.69,72.58,69.56,66.07,82.29,72.77,86.22
RW,81.21,53.4,56.14,86.66,29.86,71.48,15.15,7.66,16.73,11.83,8.33,82.48
CM,71.38,71.0,75.56,78.72,81.64,73.88,10.57,7.79,17.83,10.86,9.3,86.11
RB,69.79,64.66,50.17,66.95,78.2,66.5,16.73,15.5,8.81,14.08,19.24,82.18
CB,55.25,28.8,49.57,52.76,63.72,72.2,12.26,10.09,19.18,14.49,16.9,81.02
RB,60.71,52.96,75.78,52.95,66.31,60.14,15.35,10.16,6.18,8.98,3.65,75.79
ST,57.43,77.88,61.04,54.35,47.8,62.17,9.13,19.19,7.41,13.73,16.3,75.56
CB,76.63,40.23,74.02,52.33,79.85,62.04,16.35,25.26,15.07,18.15,5.98,81.26
CDM,55.93,51.51,72.73,77.67,76.28,75.05,15.78,17.4,17.93,13.16,13.01,79.01
LW,71.22,80.73,60.57,79.86,24.01,64.88,14.97,9.54,10.45,8.8,10.73,82.69
RB,75.04,30.46,51.72,79.65,75.2,68.04,18.03,19.63,8.93,14.48,19.16,80.36
RB,74.86,55.31,66.74,61.36,71.91,72.5,16.44,10.86,15.87,9.17,10.91,80.94
CDM,74.98,59.15,61.5,70.19,64.14,94.2,13.02,23.19,20.61,11.47,12.9,79.08
CM,66.59,79.01,57.76,60.34,71.03,67.26,5.8,5.09,11.0,13.48,5.01,78.85
CM,72.87,63.79,83.74,59.94,74.43,73.63,17.18,10.24,13.48,7.12,10.1,84.57
GK,21.66,25.18,72.3,40.08,53.76,81.88,50.75,96.65,64.51,78.51,85.16,83.48
RB,67.86,63.5,72.46,71.4,58.58,76.69,3.98,12.02,10.56,14.49,13.84,81.39
LW,78.64,74.44,64.28,77.53,39.35,75.49,13.25,17.59,9.52,16.05,5.19,83.63
CDM,71.88,43.12,74.26,44.6,76.99,78.44,12.07,13.87,14.05,14.77,12.19,81.88
CDM,72.26,44.78,63.25,62.36,81.33,90.57,12.14,7.34,10.05,15.16,17.78,82.69
LW,84.59,82.32,83.1,69.98,53.4,68.38,11.28,11.7,6.93,13.53,14.0,85.52
RW,70.75,69.44,73.21,73.44,43.48,57.21,12.24,7.32,16.28,19.32,1.1,80.77
ST,80.72,88.7,70.3,74.61,29.1,66.51,20.61,11.86,6.85,5.92,8.36,85.02
LW,89.92,73.66,48.72,85.36,49.11,51.4,10.98,14.22,15.95,9.21,15.18,82.94
LW,72.17,69.42,85.59,87.65,41.47,65.71,14.81,8.77,15.23,13.72,5.17,85.57
ST,72.46,75.26,57.05,59.66,63.33,78.82,13.23,9.86,9.68,8.93,16.62,82.44
LW,85.31,60.69,45.58,85.45,35.38,59.64,10.45,11.36,12.24,16.76,9.79,83.26
RW,74.81,70.61,52.81,65.52,39.35,61.86,13.14,4.72,13.27,20.0,7.26,79.13
CAM,71.47,70.66,72.13,95.29,46.43,69.33,14.8,18.11,15.66,13.93,10.84,88.47
LW,79.14,69.37,57.31,77.98,33.01,71.08,16.06,7.6,11.7,20.85,20.55,81.59
GK,34.59,22.05,47.29,22.25,22.78,55.54,55.34,58.38,65.42,80.52,54.42,75.79
RW,81.19,70.72,73.07,70.11,26.02,58.17,19.09,17.75,12.59,14.37,11.58,85.3
CDM,67.28,55.91,61.16,79.83,78.83,71.78,17.94,10.06,12.8,6.39,13.34,84.28
LB,61.42,65.03,73.7,70.2,65.14,74.28,9.33,5.47,12.95,15.9,3.82,81.84
RB,71.75,53.73,70.41,67.3,69.4,48.58,9.36,15.47,12.06,7.99,6.85,78.06
CM,59.55,75.31,75.36,70.39,53.03,58.07,12.52,8.19,6.38,6.04,7.87,78.7
LB,68.09,56.26,67.14,56.87,63.13,69.84,9.68,13.66,14.05,11.16,12.47,82.1
LW,90.11,81.88,72.6,71.21,35.72,66.87,9.67,13.3,13.76,4.99,8.5,87.31
LB,64.41,49.69,62.63,64.82,73.31,68.93,5.28,10.03,16.28,12.96,4.21,77.57
LW,88.74,61.9,75.75,56.54,38.6,63.86,9.94,4.07,9.69,17.99,13.92,82.77
CDM,68.06,55.57,69.47,54.99,66.6,84.28,17.16,16.54,3.16,12.77,13.19,80.78
GK,41.44,32.2,55.98,46.12,30.86,62.12,81.59,54.72,57.44,72.41,82.47,80.26
RW,86.6,75.03,64.54,93.27,51.35,52.77,23.79,13.48,7.96,13.39,12.85,88.36
CM,65.9,66.21,64.6,57.1,68.35,71.17,20.51,13.7,11.9,12.21,15.22,79.5
LB,71.51,45.94,67.6,76.98,70.72,73.11,12.1,14.98,16.59,14.95,10.34,81.48
CM,63.42,44.66,69.24,49.11,56.54,55.32,20.75,15.9,14.93,16.2,4.46,76.76
CAM,53.09,73.31,76.64,92.09,44.86,68.5,8.54,5.84,7.38,4.86,1.35,86.12
LW,62.72,76.57,63.03,83.11,34.61,68.46,11.33,12.95,16.37,3.74,14.7,81.17
CAM,76.88,62.14,79.34,77.49,45.95,69.83,13.04,8.24,12.84,4.83,11.53,84.61
RW,82.14,67.68,73.41,76.34,36.69,61.93,12.08,5.62,3.62,13.74,9.92,83.83
CAM,64.66,67.32,94.92,68.12,46.03,59.84,9.97,17.84,12.48,12.49,17.44,84.83
ST,80.35,75.76,56.92,72.37,35.49,68.53,6.42,11.89,7.72,7.72,7.51,80.88
LW,90.34,76.86,76.71,77.74,47.88,66.35,14.5,7.96,9.13,11.51,11.67,86.14
RB,77.93,57.12,80.07,62.55,57.57,72.21,1.2,12.06,10.21,19.45,9.5,83.44
ST,80.95,71.15,57.23,79.45,31.23,77.76,15.66,13.13,16.48,7.4,7.34,85.4
GK,48.05,32.91,49.41,31.47,33.48,68.53,86.74,67.32,68.79,56.63,68.16,78.68
RB,68.85,33.58,63.03,65.52,49.14,62.8,15.54,2.19,8.08,6.7,13.98,78.48
RW,73.74,68.51,66.97,93.27,51.78,43.88,14.81,18.61,20.49,9.03,8.68,82.89
